text,label
yellow rice,FoodIconRiceBowl
cheap ice cream cone,FoodIconIceCream
carta blanca,FoodIconBeer
avocado roll,FoodIconSushi
split pea soup,FoodIconSoup
nature's path flax plus,FoodIconWheat
demi baguette,FoodIconBread
avocado soup,FoodIconSoup
tomato bisque,FoodIconSoup
salad bar station,FoodIconSalad
smoked mackerel,FoodIconFish
egg pudding drink,FoodIconCupSoda
ice cream cup,FoodIconIceCreamBowl
now and later,FoodIconCandy
dover sole,FoodIconFish
tie dye lollipop,FoodIconLollipop
danish station,FoodIconCroissant
cookie & cream,FoodIconCookie
virgin cocktail,FoodIconCupSoda
filthy martini,FoodIconMartini
zinfandel,FoodIconWine
liquid death still,FoodIconGlassWater
sapporo beer,FoodIconBeer
tamales,FoodIconTaco
pepperidge farm,FoodIconCookie
fish counter,FoodIconFish
long cooked,FoodIconCookingPot
insalata caprese,FoodIconSalad
sprite,FoodIconCupSoda
buttermilk pancake,FoodIconCroissant
shrimp cocktail,FoodIconShrimp
earl grey donut,FoodIconDonut
red velvet cookie,FoodIconCookie
cereal with milk,FoodIconWheat
snack,FoodIconUtensils
slim jim beef stick,FoodIconProtein
friday fish fry,FoodIconFish
wrap today,FoodIconWrap
hotdish,FoodIconCookingPot
salad bar daily,FoodIconSalad
built bar,FoodIconProtein
orange leaf cup,FoodIconIceCreamBowl
vegan dish,FoodIconVegan
egg in a hole,FoodIconEggFried
waffle cone,FoodIconIceCream
cabernet bottle,FoodIconBottleWine
cream filled cookie,FoodIconCookie
hot dog buffet,FoodIconHotDog
tasso pork ham smoked,FoodIconPork
catfish station,FoodIconFish
drum fish,FoodIconFish
diet bar,FoodIconProtein
lesser evil paleo,FoodIconPopcorn
brown derby,FoodIconMartini
juice pop,FoodIconPopsicle
buffalo chicken pizza,FoodIconPizza
basmati rice,FoodIconRiceBowl
dry rose,FoodIconWine
grits station,FoodIconWheat
boston baked beans,FoodIconBean
white chocolate macadamia,FoodIconCookie
chestnut,FoodIconNut
turkey cold cut,FoodIconHam
tofu scramble egg style,FoodIconEgg
no cow bar,FoodIconProtein
bread station,FoodIconBread
pasta broccoli,FoodIconPasta
deviled egg,FoodIconEgg
spicy shrimp,FoodIconShrimp
over medium,FoodIconEggFried
burrito bowl (wrap),FoodIconBurrito
beef satay,FoodIconBeef
casein protein,FoodIconProtein
homemade granola,FoodIconWheat
matjes herring,FoodIconFish
banana chips,FoodIconBanana
red apple,FoodIconApple
edamame,FoodIconBean
dragon fruit bowl,FoodIconIceCreamBowl
concession popcorn,FoodIconPopcorn
kalguksu knife cut noodle,FoodIconRamen
veggie burger,FoodIconVegan
frank station,FoodIconHotDog
a dish,FoodIconUtensils
romaine salad,FoodIconSalad
banana nut muffin,FoodIconBanana
pasture raised egg,FoodIconEgg
tomato basil pasta,FoodIconPasta
over easy egg,FoodIconEggFried
whole grain bar,FoodIconWheat
stuffed shells,FoodIconPasta
cottage cheese cup,FoodIconMilk
striped bass fillet,FoodIconFish
custom omelette,FoodIconEgg
prosecco cocktail,FoodIconMartini
farina,FoodIconWheat
kebab wrap,FoodIconWrap
ono wahoo hawaii,FoodIconFish
amy's burrito,FoodIconBurrito
ritz crackers,FoodIconBread
blt,FoodIconSandwich
wagyu steak,FoodIconBeef
goose island,FoodIconBeer
caramel popcorn ball,FoodIconPopcorn
fig newton,FoodIconCookie
cereal bar line,FoodIconWheat
hard seltzer,FoodIconBeer
cereal selection,FoodIconWheat
bucatini,FoodIconPasta
sliced bread,FoodIconBread
m&m cookie,FoodIconCookie
gourmet burger station,FoodIconBurger
orange slices,FoodIconCitrus
meal replacement shake,FoodIconProtein
italian seasoned chicken leg,FoodIconDrumstick
diet coke,FoodIconCupSoda
americano,FoodIconCoffee
cage free egg,FoodIconEgg
ground beef,FoodIconBeef
watercolor cake,FoodIconCake
cod,FoodIconFish
fridge contents,FoodIconRefrigerator
grape popsicle,FoodIconGrape
cheese danish,FoodIconCroissant
sazerac,FoodIconMartini
pompano,FoodIconFish
batch cooked special,FoodIconChefHat
ramen egg,FoodIconEgg
steak wedges,FoodIconFries
tzatziki sauce,FoodIconChefHat
swordfish,FoodIconFish
vanilla cupcake,FoodIconCake
quail leg,FoodIconDrumstick
grape flavored snack,FoodIconGrape
borsch,FoodIconSoup
foot long dog,FoodIconHotDog
bun station,FoodIconBread
pecan pie slice,FoodIconCakeSlice
orange marmalade,FoodIconCitrus
minute rice microwavable,FoodIconMicrowave
make your own salad,FoodIconSalad
italian sub loaded,FoodIconSandwich
cinnamon cashews,FoodIconNut
shrimp skewer,FoodIconShrimp
gluten free pizza crust,FoodIconPizza
party tray sushi,FoodIconSushi
margherita pizza station,FoodIconPizza
cherries,FoodIconCherry
whole wheat crackers,FoodIconBread
yellowtail nigiri,FoodIconSushi
dirty martini,FoodIconMartini
smoked whitefish,FoodIconFish
al pastor taco,FoodIconTaco
salad and soup station,FoodIconSalad
hurricane,FoodIconMartini
spring water,FoodIconGlassWater
vietnamese bun bo hue,FoodIconRamen
pizzoccheri buckwheat,FoodIconPasta
deli sandwich station,FoodIconSandwich
cinnamon coffee cake,FoodIconCake
cookies and cream bar,FoodIconCookie
multigrain crackers,FoodIconBread
lightly breaded chicken,FoodIconChicken
japanese sukiyaki beef,FoodIconBeef
beef shabu thin sliced,FoodIconBeef
nine grain blend,FoodIconWheat
pork rib herb soup,FoodIconSoup
modelo,FoodIconBeer
egg bake station,FoodIconEgg
snap hot dog,FoodIconHotDog
cemita station,FoodIconSandwich
bacon dog,FoodIconHotDog
fresh fruit salad,FoodIconApple
oven baked chicken legs,FoodIconDrumstick
carbonara,FoodIconPasta
pot de creme,FoodIconDessert
ranch wedge,FoodIconFries
milk drink,FoodIconMilk
grapefruit wedge,FoodIconCitrus
au gratin,FoodIconCookingPot
whole wheat bread,FoodIconBread
wine in a box,FoodIconWine
overripe banana,FoodIconBanana
paletas,FoodIconPopsicle
veestro meal,FoodIconVegan
popcorn shrimp,FoodIconShrimp
taco,FoodIconTaco
whole fresh fruit,FoodIconApple
hot dog with bun,FoodIconHotDog
fried plantain,FoodIconBanana
white coffee mix,FoodIconCoffee
garden dish,FoodIconVegan
soft drink,FoodIconCupSoda
ropa vieja shredded,FoodIconBeef
m&ms,FoodIconCandy
frozen fruit bar,FoodIconPopsicle
soft serve dessert,FoodIconDessert
smoked chicken leg,FoodIconDrumstick
sugar free ice cream sandwich,FoodIconIceCreamSandwich
hibiscus paleta,FoodIconPopsicle
mini cake,FoodIconCake
omakase,FoodIconSushi
sushi pizza,FoodIconSushi
savory turkey leg,FoodIconDrumstick
enchilada combo,FoodIconTaco
dobos torte,FoodIconCake
breakfast casserole line,FoodIconEgg
hard boiled eggs,FoodIconEgg
snickers ice cream sandwich,FoodIconIceCreamSandwich
banana caramel,FoodIconBanana
spicy fries,FoodIconFries
teriyaki sauce,FoodIconChefHat
chicken korma,FoodIconChicken
lolly ice,FoodIconPopsicle
za'atar chicken leg,FoodIconDrumstick
weenies,FoodIconHotDog
bass ale,FoodIconCookingPot
banquet meal,FoodIconMicrowave
squid ink pasta,FoodIconPasta
meatloaf,FoodIconBeef
citrus smoothie,FoodIconCupSoda
dried cherries,FoodIconCherry
carnival ice cream cone,FoodIconIceCream
triscuits,FoodIconBread
organic valley milk,FoodIconMilk
mochi ice cream,FoodIconDessert
rum and diet coke,FoodIconMartini
pompano fillet,FoodIconFish
platano maduro,FoodIconBanana
bbq beef brisket,FoodIconBeef
vegetarian sandwich,FoodIconSandwich
la croix,FoodIconCupSoda
bistro,FoodIconUtensilsCrossed
cherry fruit,FoodIconCherry
taco bar,FoodIconTaco
egg salad sandwich,FoodIconEgg
dried currant,FoodIconGrape
nasi uduk coconut rice,FoodIconRiceBowl
bomb pop,FoodIconPopsicle
baked walleye,FoodIconFish
chardonnay,FoodIconWine
chickpea burger,FoodIconVegan
hummus,FoodIconBean
white fish,FoodIconFish
poultry station,FoodIconChicken
corned beef dinner,FoodIconBeef
rice pilaf,FoodIconRiceBowl
nabeyaki udon,FoodIconRamen
desserts,FoodIconCake
uht milk,FoodIconMilk
breakfast quesadilla,FoodIconBurrito
honey glazed turkey leg,FoodIconDrumstick
pasta of the day,FoodIconPasta
mini apples,FoodIconApple
suckling pig,FoodIconPork
lentil salad,FoodIconSalad
daily bread,FoodIconBread
aged parmesan popcorn,FoodIconPopcorn
dark sweet cherries,FoodIconCherry
dough brooklyn,FoodIconDonut
perfect bar,FoodIconProtein
boneless pork chop,FoodIconPork
rawon beef soup,FoodIconSoup
new york cheesecake,FoodIconCake
lobster bisque,FoodIconSoup
kitchen experiment,FoodIconChefHat
beef bbq plate,FoodIconBeef
sauce packets,FoodIconChefHat
wienerschnitzel,FoodIconHotDog
shrimp salad,FoodIconSalad
yellowtail roll,FoodIconSushi
eggs,FoodIconEgg
condiment tray,FoodIconChefHat
salad bowl,FoodIconSalad
pantry items,FoodIconShoppingBasket
pit ham smoked,FoodIconHam
jo jo potato,FoodIconFries
daily baked dessert,FoodIconCake
beef cheese bean burrito,FoodIconBurrito
jumbo hot dog,FoodIconHotDog
fish line,FoodIconFish
yam fries,FoodIconFries
egg scramble,FoodIconEgg
stone brewing,FoodIconBeer
sushi burrito,FoodIconSushi
mountain house meal,FoodIconMicrowave
watermelon lollipop,FoodIconLollipop
red ale,FoodIconBeer
focaccia slice,FoodIconBread
sweet fennel sausage,FoodIconPork
cookie thins,FoodIconCookie
ground beef burrito,FoodIconBurrito
sheet cake,FoodIconCake
falafel pita,FoodIconWrap
tahini sauce,FoodIconNut
ben jerrys scoop cup,FoodIconIceCreamBowl
lamb shawarma,FoodIconWrap
popsicle,FoodIconPopsicle
harrogate sparkling,FoodIconGlassWater
chef's creation,FoodIconChefHat
pretzel bowl ice cream,FoodIconIceCreamBowl
starburst,FoodIconCandy
boba coffee,FoodIconCupSoda
braise,FoodIconCookingPot
asian noodles,FoodIconRamen
almonds,FoodIconNut
bear claw,FoodIconDonut
large egg,FoodIconEgg
halos mandarin,FoodIconCitrus
risotto arborio,FoodIconRiceBowl
toll house cookie,FoodIconCookie
magnum ice cream bar sandwich,FoodIconIceCreamSandwich
roll basket,FoodIconBread
banana oat pancake,FoodIconBanana
tanuki soba,FoodIconRamen
smoothie bar station,FoodIconCupSoda
squid ink spaghetti,FoodIconPasta
packaged meal,FoodIconMicrowave
activia yogurt,FoodIconMilk
detox water,FoodIconGlassWater
push-up pop,FoodIconPopsicle
conch chowder,FoodIconSnail
wfpb meal,FoodIconVegan
egg casserole station,FoodIconEgg
new york dog,FoodIconHotDog
hatena soba,FoodIconRamen
kraft macaroni,FoodIconPasta
shawarma cart,FoodIconWrap
kitsune soba,FoodIconRamen
cherry dip cone,FoodIconIceCream
white egg,FoodIconEgg
sweet grapes,FoodIconGrape
kashi bar,FoodIconProtein
chocolate dipped cone,FoodIconIceCream
beef meatballs,FoodIconBeef
escarole salad,FoodIconSalad
food haul,FoodIconShoppingBasket
wine to share,FoodIconBottleWine
two good yogurt,FoodIconMilk
eel nigiri,FoodIconSushi
light beer,FoodIconBeer
overnight breakfast casserole,FoodIconEgg
gunkan maki,FoodIconSushi
build your own sandwich,FoodIconSandwich
make your own wrap,FoodIconWrap
meatball hero,FoodIconSandwich
steak and cheese,FoodIconSandwich
andouille,FoodIconHotDog
honey nut cheerios,FoodIconWheat
oreo ice cream bar,FoodIconIceCreamSandwich
veggie egg casserole,FoodIconEgg
concrete mixer,FoodIconDessert
plain brown rice,FoodIconRiceBowl
bean cheese quesadilla,FoodIconBurrito
grape flavored drink,FoodIconGrape
high protein egg,FoodIconEgg
orange segments,FoodIconCitrus
food court special,FoodIconChefHat
breakfast pastry,FoodIconCroissant
cuban roast pork,FoodIconPork
backpacking meal,FoodIconMicrowave
century egg,FoodIconEgg
ghost energy,FoodIconCupSoda
morning egg,FoodIconEgg
quiche lorraine,FoodIconEgg
chinese bbq pork station,FoodIconPork
double burger,FoodIconBurger
sprout dish,FoodIconVegan
chicken kebab,FoodIconChicken
condiment packet,FoodIconChefHat
wet burrito,FoodIconBurrito
duck egg fried,FoodIconEgg
eatery,FoodIconUtensilsCrossed
nature valley bar,FoodIconWheat
refrigerated,FoodIconRefrigerator
barolo bottle,FoodIconBottleWine
orange zest,FoodIconCitrus
salsa roja burrito,FoodIconBurrito
dried banana,FoodIconBanana
artisan bread,FoodIconBread
white wine,FoodIconWine
double chocolate,FoodIconCookie
midway corn dog,FoodIconHotDog
chicken cutlet,FoodIconChicken
candied walnuts,FoodIconNut
gyro bar,FoodIconWrap
debris roast beef,FoodIconPork
clase azul drink,FoodIconMartini
yellowfin tuna,FoodIconFish
chicken cordon bleu,FoodIconChicken
chipotle beef,FoodIconBeef
pearl barley,FoodIconWheat
hydration log,FoodIconGlassWater
panzanella,FoodIconSalad
hand squeezed lemonade,FoodIconCupSoda
puff pastry layer,FoodIconCroissant
fresh bread station,FoodIconBread
sea bass,FoodIconFish
beef medallion,FoodIconBeef
sea vegetables,FoodIconSushi
double stuf oreo,FoodIconCookie
hamburger,FoodIconBurger
vegan plate,FoodIconVegan
lemon curd,FoodIconCitrus
casein shake,FoodIconProtein
sunny side up egg,FoodIconEggFried
easy peel orange,FoodIconCitrus
loaded hot dog,FoodIconHotDog
assorted food,FoodIconUtensils
shirley temple cherry,FoodIconCherry
frozen burrito,FoodIconBurrito
individual yogurt,FoodIconMilk
double stuf oreo,FoodIconCookie
all beef hot dog,FoodIconHotDog
2% milk,FoodIconMilk
sherbet,FoodIconDessert
crustless quiche,FoodIconEgg
kofta wrap,FoodIconWrap
turkey drumstick,FoodIconDrumstick
butter naan,FoodIconBread
high noon,FoodIconBeer
spelt,FoodIconWheat
turkey entree,FoodIconDrumstick
baked ziti,FoodIconPasta
tropical smoothies,FoodIconCupSoda
shio ramen,FoodIconRamen
beef lo mein,FoodIconRamen
reusable water bottle content,FoodIconGlassWater
king salmon,FoodIconFish
german chocolate slice,FoodIconCakeSlice
orange cup,FoodIconCitrus
crab ravioli,FoodIconPasta
raisin bran,FoodIconWheat
seaweed salad,FoodIconSushi
sea snail,FoodIconSnail
mayonnaise,FoodIconChefHat
black bean burrito,FoodIconBurrito
root beer,FoodIconCupSoda
roasted turkey,FoodIconDrumstick
dino nuggets,FoodIconChicken
chocolate cake,FoodIconCake
cream soda,FoodIconCupSoda
fresh squeezed juice,FoodIconCupSoda
batch cooked fridge,FoodIconRefrigerator
multigrain croissant,FoodIconCroissant
ice cream bowl,FoodIconIceCreamBowl
bbq chicken station,FoodIconChicken
barramundi fillet,FoodIconFish
chickpea scramble egg style,FoodIconEgg
prix fixe choice,FoodIconChefHat
milky way,FoodIconCandy
s'mores donut,FoodIconDonut
aeropress,FoodIconCoffee
char siu noodle,FoodIconRamen
egg any style,FoodIconEgg
pop station,FoodIconCupSoda
schweppes,FoodIconCupSoda
organic lollipop,FoodIconLollipop
classic hot dog,FoodIconHotDog
tuna noodle casserole,FoodIconCookingPot
hydrogen water,FoodIconGlassWater
farro bowl,FoodIconRiceBowl
doughnut project,FoodIconDonut
tri tip roast,FoodIconBeef
grilled chicken breast,FoodIconChicken
bulgur wheat,FoodIconWheat
cafe,FoodIconUtensilsCrossed
guacamole nachos,FoodIconTaco
waffle bar toppings,FoodIconCroissant
dill pickle popcorn,FoodIconPopcorn
glazed carrot side,FoodIconCarrot
grilled shrimp,FoodIconShrimp
cheese naan,FoodIconBread
pre workout,FoodIconProtein
carved turkey and gravy,FoodIconDrumstick
quesadilla,FoodIconBurrito
raspberry popsicle,FoodIconPopsicle
pork dog,FoodIconHotDog
chocolate drizzle popcorn,FoodIconPopcorn
spicy mustard,FoodIconChefHat
wiener,FoodIconHotDog
caldo gallego,FoodIconSoup
gummy lollipop,FoodIconLollipop
ice cream cone bar,FoodIconIceCream
soup stock,FoodIconSoup
mori soba,FoodIconRamen
chipwich classic,FoodIconIceCreamSandwich
winter citrus,FoodIconCitrus
smoked turkey wing,FoodIconDrumstick
paper plane,FoodIconMartini
pork gyoza,FoodIconPork
new england lobster roll,FoodIconSandwich
caramel sundae,FoodIconIceCreamBowl
lake perch,FoodIconFish
hot sauce,FoodIconChefHat
chicken parmagiana,FoodIconChicken
whole plant food,FoodIconVegan
cake slice,FoodIconCake
white beans,FoodIconBean
casual dining,FoodIconUtensilsCrossed
balance bar,FoodIconProtein
executive chef dish,FoodIconChefHat
beet fries,FoodIconFries
yogurt smoothie,FoodIconMilk
boomchickapop,FoodIconPopcorn
triple chocolate cookie,FoodIconCookie
jelly donut,FoodIconDonut
waldorf apple,FoodIconApple
food service,FoodIconUtensilsCrossed
raspberry popcorn,FoodIconPopcorn
banana milk,FoodIconMilk
old fashioned banana pudding,FoodIconBanana
lentil soup,FoodIconSoup
french fries,FoodIconFries
bananas foster sauce,FoodIconBanana
fettuccine station,FoodIconPasta
crispy taco,FoodIconTaco
turkey station,FoodIconDrumstick
perch fillet,FoodIconFish
pink lady apple,FoodIconApple
musubi,FoodIconRiceBowl
cooked to order eggs,FoodIconEgg
lemonade stand,FoodIconCupSoda
carne asada burrito,FoodIconBurrito
morning bar,FoodIconWheat
snickerdoodle,FoodIconCookie
gummy bears,FoodIconCandy
sub station,FoodIconSandwich
quarter pounder,FoodIconBurger
chicken hash,FoodIconCookingPot
fruit snack,FoodIconApple
trout,FoodIconFish
birds eye ready rice,FoodIconMicrowave
roast beef deli thin,FoodIconHam
coppa pork shoulder cured,FoodIconPork
fruit station,FoodIconApple
rxbar egg white based,FoodIconProtein
bran flakes,FoodIconWheat
push pop,FoodIconPopsicle
dining,FoodIconUtensils
wedding cake,FoodIconCake
salmon nigiri,FoodIconSushi
taco kit,FoodIconTaco
legumes,FoodIconBean
pappardelle wild boar,FoodIconPasta
dinner roll,FoodIconBread
bisque,FoodIconSoup
green tea drink,FoodIconCupSoda
wasa crispbread,FoodIconBread
single serve yogurt,FoodIconMilk
pepsi zero,FoodIconCupSoda
port wine bottle,FoodIconBottleWine
beef entrecote,FoodIconBeef
straus organic milk,FoodIconMilk
fuzzy's burrito,FoodIconBurrito
falafel plate,FoodIconWrap
seaweed snack,FoodIconSushi
roasted game hen,FoodIconDrumstick
cloud egg,FoodIconEggFried
egg quiche,FoodIconEgg
ramen bowl,FoodIconRamen
bistro special,FoodIconChefHat
house salad,FoodIconSalad
carrot dip,FoodIconCarrot
arnold palmer,FoodIconCupSoda
frittata wedge,FoodIconEgg
pork marsala,FoodIconPork
everything hot dog,FoodIconHotDog
corned beef deli slice,FoodIconHam
air fryer chicken tenders,FoodIconChicken
masago gunkan,FoodIconSushi
polish sausage,FoodIconHotDog
all beef hot dog,FoodIconHotDog
crispy chicken,FoodIconChicken
garlic bread,FoodIconBread
vegan ice cream,FoodIconDessert
steamed frank,FoodIconHotDog
crepe,FoodIconCroissant
sriracha mayo,FoodIconChefHat
black bean soup,FoodIconSoup
salad dressing station,FoodIconSalad
burger bar,FoodIconBurger
banana french toast,FoodIconBanana
coconut popsicle,FoodIconPopsicle
jun kombucha alcoholic,FoodIconBeer
zucchini fries,FoodIconFries
maple syrup,FoodIconChefHat
build your own hot dog,FoodIconHotDog
carnitas bowl,FoodIconPork
eaa drink,FoodIconProtein
lemon cake,FoodIconCake
froyo toppings bar cup,FoodIconIceCreamBowl
